airline_sentiment,airline_sentiment_confidence,negativereason,airline,name,text,tweet_created,tweet_location,user_timezone
negative,0.6990000000000001,Customer Service Issue,Virgin America,floatingatoll,"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin",2015-02-21 12:44:32-08:00,"Silicon Valley, California",Pacific Time (US & Canada)
negative,0.664,Cancelled Flight,Virgin America,aaronkurlander,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,2015-02-21 12:23:36-08:00,"New York, NY",Eastern Time (US & Canada)
negative,1.0,Cancelled Flight,Virgin America,aaronkurlander,"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",2015-02-21 12:18:51-08:00,"New York, NY",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,Virgin America,borknagar,@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks,2015-02-21 12:07:17-08:00,chile,Santiago
negative,1.0,Flight Booking Problems,Virgin America,propsonline,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,2015-02-21 11:56:47-08:00,"California, USA",Pacific Time (US & Canada)
negative,1.0,Cancelled Flight,Virgin America,propsonline,@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...,2015-02-21 11:55:01-08:00,"California, USA",Pacific Time (US & Canada)
neutral,1.0,,Virgin America,alanzeino,"@VirginAmerica it’s just a bug report, guys",2015-02-21 11:40:53-08:00,San Francisco,Pacific Time (US & Canada)
negative,1.0,Customer Service Issue,Virgin America,DonnellyPatrick,@VirginAmerica hold times at call center are a bit much,2015-02-21 11:35:03-08:00,SF Bay Area,Pacific Time (US & Canada)
positive,0.7081,,Virgin America,stefanpinto,@VirginAmerica Like http://t.co/VPqEm31XUQ,2015-02-21 11:10:26-08:00,"Los Angeles, CA",Pacific Time (US & Canada)
positive,1.0,,Virgin America,jennifer_caron,@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,2015-02-21 10:58:30-08:00,"Los Angeles, CA",Pacific Time (US & Canada)
positive,0.6899,,Virgin America,miaerolinea,"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy",2015-02-21 10:54:11-08:00,Worldwide,Caracas
positive,1.0,,Virgin America,ninjasistah,@VirginAmerica thanks so much!,2015-02-21 10:40:51-08:00,Massachusetts,Eastern Time (US & Canada)
negative,0.6701,Customer Service Issue,Virgin America,daniellewolff,"@VirginAmerica Trying to reset my password, email never arrives. Help?",2015-02-21 10:37:28-08:00,"Los Angeles, CA",Pacific Time (US & Canada)
positive,1.0,,Virgin America,carlosondrums,@VirginAmerica Very nicely done. 👏,2015-02-21 10:28:13-08:00,Las Vegas,Eastern Time (US & Canada)
positive,0.6701,,Virgin America,ninjasistah,@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),2015-02-21 10:22:57-08:00,Massachusetts,Eastern Time (US & Canada)
positive,1.0,,Virgin America,readerriter,@VirginAmerica sounds like fun !,2015-02-21 10:12:25-08:00,"CALIFORNIA, USA",Pacific Time (US & Canada)
neutral,1.0,,Virgin America,jeredscott,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,2015-02-21 10:11:00-08:00,"downtown, CA",Pacific Time (US & Canada)
neutral,1.0,,Virgin America,eric_t_lee,@virginamerica spruce moose!,2015-02-21 10:10:37-08:00,Brooklyn,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,Virgin America,bluesmoon,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",2015-02-21 09:51:48-08:00,"Cambridge, MA, USA, Earth",Eastern Time (US & Canada)
negative,0.6473,Lost Luggage,Virgin America,RedSoxGirl1976,"@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",2015-02-21 09:10:18-08:00,Somewhere outside of Fenway,Eastern Time (US & Canada)
negative,0.6636,Customer Service Issue,Virgin America,borknagar,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",2015-02-21 08:59:06-08:00,chile,Santiago
positive,1.0,,Virgin America,Recessionista,@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,2015-02-21 08:48:13-08:00,"Los Angeles, CA",Pacific Time (US & Canada)
negative,1.0,Flight Booking Problems,Virgin America,alanzeino,@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ,2015-02-20 23:00:24-08:00,San Francisco,Pacific Time (US & Canada)
negative,1.0,Damaged Luggage,Virgin America,khartline,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,2015-02-20 22:34:27-08:00,Las Vegas,Pacific Time (US & Canada)
positive,1.0,,Virgin America,courtDMC,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",2015-02-20 22:28:03-08:00,New York for now.,Central Time (US & Canada)
positive,1.0,,Virgin America,Cydney_Chase,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo,2015-02-20 21:52:51-08:00,#SF#Optimist #Freefalling,Pacific Time (US & Canada)
neutral,1.0,,Virgin America,AirlineFuel,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",2015-02-20 20:22:04-08:00,Global,Sydney
neutral,1.0,,Virgin America,OriginalTuna,@VirginAmerica any plans to start flying direct from DAL to LAS?,2015-02-20 19:36:07-08:00,Texas,Central Time (US & Canada)
neutral,0.6701,,Virgin America,ImThankfulRadio,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,2015-02-20 19:35:04-08:00,Washington State,Pacific Time (US & Canada)
positive,1.0,,Virgin America,AnnaProsser,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",2015-02-20 19:16:04-08:00,USA,Pacific Time (US & Canada)
neutral,1.0,,Virgin America,daisy1016,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,2015-02-20 17:28:16-08:00,Florida,Eastern Time (US & Canada)
neutral,1.0,,Virgin America,TGSOFL,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,2015-02-20 17:20:14-08:00,Florida,Eastern Time (US & Canada)
negative,0.6965,Bad Flight,Virgin America,stephanieslome,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,2015-02-20 17:16:37-08:00,San Francisco,Pacific Time (US & Canada)
negative,1.0,Customer Service Issue,Virgin America,Alex_Ricardo,@VirginAmerica there is something wrong with you website in Safari iPhone,2015-02-20 17:07:21-08:00,Montreal,Eastern Time (US & Canada)
positive,1.0,,Virgin America,djchuang,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,2015-02-20 16:27:32-08:00,"Orange County, CA",Pacific Time (US & Canada)
negative,0.6368,Can't Tell,Virgin America,miekd,@VirginAmerica Already checked in so the page expired :X,2015-02-20 16:23:44-08:00,San Francisco,Pacific Time (US & Canada)
neutral,1.0,,Virgin America,AirlineFuel,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,2015-02-20 16:22:04-08:00,Global,Sydney
neutral,1.0,,Virgin America,fromtheleftseat,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,2015-02-20 16:11:47-08:00,Phoenix AZ,Arizona
positive,0.6855,,Virgin America,AlyssaJenS,@VirginAmerica I see what you did there ;),2015-02-20 16:02:49-08:00,"Bay Area, CA",Pacific Time (US & Canada)
negative,1.0,Bad Flight,Virgin America,MsReeseGirl,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",2015-02-20 14:35:38-08:00,Los Angeles,Pacific Time (US & Canada)
neutral,1.0,,Virgin America,AirlineFuel,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,2015-02-20 14:22:04-08:00,Global,Sydney
neutral,1.0,,Virgin America,LizaUtter,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,2015-02-20 13:48:54-08:00,"Malibu, CA",Pacific Time (US & Canada)
neutral,1.0,,Virgin America,crj_lll,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,2015-02-20 13:28:11-08:00,"Las Vegas, NV",Pacific Time (US & Canada)
positive,1.0,,Virgin America,AcronymBex,@VirginAmerica Thank you!!,2015-02-20 12:47:39-08:00,"NY, NY",Eastern Time (US & Canada)
negative,0.6569,Customer Service Issue,Virgin America,SleeplessByte,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,2015-02-20 12:21:45-08:00,Rijswijk ♡ The Netherlands,Amsterdam
neutral,0.6773,,Virgin America,AcronymBex,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,2015-02-20 12:17:32-08:00,"NY, NY",Eastern Time (US & Canada)
neutral,0.642,,Virgin America,notthatnathan,@VirginAmerica I need you to follow back in order to DM.,2015-02-20 12:09:22-08:00,"Portland, Maine",Eastern Time (US & Canada)
neutral,1.0,,Virgin America,Sleubeau,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,2015-02-20 12:08:35-08:00,"Kansas City, MO",Central Time (US & Canada)
neutral,0.6791,,Virgin America,crj_lll,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,2015-02-20 11:33:18-08:00,"Las Vegas, NV",Pacific Time (US & Canada)
negative,1.0,Flight Attendant Complaints,Virgin America,SaraBabs,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,2015-02-20 11:13:34-08:00,dc,Eastern Time (US & Canada)
negative,1.0,Bad Flight,Virgin America,AdamSinger,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),2015-02-20 11:13:28-08:00,"San Francisco, CA",Central Time (US & Canada)
neutral,1.0,,Virgin America,crj_lll,@VirginAmerica what is your policy on flying after surgery?,2015-02-20 10:59:50-08:00,"Las Vegas, NV",Pacific Time (US & Canada)
neutral,1.0,,Virgin America,AirlineFuel,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,2015-02-20 10:52:03-08:00,Global,Sydney
negative,1.0,Flight Booking Problems,Virgin America,notthatnathan,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",2015-02-20 10:32:51-08:00,"Portland, Maine",Eastern Time (US & Canada)
positive,1.0,,Virgin America,polaroidmisha,@VirginAmerica would love to do more for virgin just like I do for @GoPro,2015-02-20 10:32:12-08:00,San Francisco,Pacific Time (US & Canada)
neutral,1.0,,Virgin America,AirlineFuel,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,2015-02-20 10:22:07-08:00,Global,Sydney
neutral,1.0,,Virgin America,JetBlueNews,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,2015-02-20 10:05:06-08:00,USA,Sydney
neutral,1.0,,Virgin America,AirlineFuel,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",2015-02-20 09:52:06-08:00,Global,Sydney
negative,1.0,Customer Service Issue,Virgin America,RobynMatza,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,2015-02-20 09:50:46-08:00,"New York, NY",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,Virgin America,miekd,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,2015-02-20 09:28:56-08:00,San Francisco,Pacific Time (US & Canada)
neutral,1.0,,Virgin America,StevenMYoung,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,2015-02-20 09:25:10-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
positive,1.0,,Virgin America,thecompostcook,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,2015-02-20 08:53:23-08:00,"New York, NY",Eastern Time (US & Canada)
positive,1.0,,Virgin America,matthewhirsch,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,2015-02-20 08:13:40-08:00,"Hoboken, NJ",Eastern Time (US & Canada)
positive,0.6884,,Virgin America,GabriellaDago,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",2015-02-20 08:06:55-08:00,New York City,Eastern Time (US & Canada)
positive,0.6658,,Virgin America,AdamSinger,@VirginAmerica happy to spend the day together. Let's do this!,2015-02-20 08:00:33-08:00,"San Francisco, CA",Central Time (US & Canada)
neutral,1.0,,Virgin America,MarcPerez,@VirginAmerica missed my flight. How does standby work?,2015-02-20 07:33:05-08:00, California 92705,Pacific Time (US & Canada)
positive,1.0,,Virgin America,JayRockerz,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,2015-02-20 07:31:43-08:00,"39.149054,  -77.273589",Eastern Time (US & Canada)
positive,1.0,,Virgin America,Hwoodboy24,@VirginAmerica thank you! I absolutely will 😎,2015-02-20 07:15:25-08:00,BOS • LA • NYC ,Pacific Time (US & Canada)
negative,1.0,Can't Tell,Virgin America,perMicah,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,2015-02-20 07:11:57-08:00,"Brooklyn, NY",Quito
neutral,0.6529,,Virgin America,GabriellaDago,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,2015-02-20 06:38:47-08:00,New York City,Eastern Time (US & Canada)
negative,1.0,Flight Booking Problems,Virgin America,perMicah,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,2015-02-20 06:15:16-08:00,"Brooklyn, NY",Quito
negative,1.0,Customer Service Issue,Virgin America,iamnayr,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",2015-02-20 05:50:31-08:00,"San Francisco, CA",Pacific Time (US & Canada)
negative,1.0,Customer Service Issue,Virgin America,davidhfe,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,2015-02-19 22:47:14-08:00,"San Francisco, CA",Pacific Time (US & Canada)
negative,1.0,Flight Booking Problems,Virgin America,davidhfe,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,2015-02-19 22:44:02-08:00,"San Francisco, CA",Pacific Time (US & Canada)
positive,1.0,,Virgin America,SSal,@VirginAmerica @SSal thanks!,2015-02-19 20:48:52-08:00,"Dutchess County, NY",Eastern Time (US & Canada)
neutral,1.0,,Virgin America,SSal,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,2015-02-19 20:39:00-08:00,"Dutchess County, NY",Eastern Time (US & Canada)
neutral,0.6742,,Virgin America,SSal,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,2015-02-19 20:33:04-08:00,"Dutchess County, NY",Eastern Time (US & Canada)
negative,1.0,Lost Luggage,Virgin America,j_payton,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",2015-02-19 19:10:57-08:00,San Francisco,Quito
neutral,0.6461,,Virgin America,AQR415,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,2015-02-19 19:06:21-08:00,San Francisco,Pacific Time (US & Canada)
